frame,gt,pred_det,pred_queue,weather
j17_2026-01-02_noon_3way_light_rain_aggressive_metro_f000660.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_aggressive_metro_f000661.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_aggressive_metro_f000662.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_aggressive_metro_f000663.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_disciplined_f000432.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_disciplined_f000433.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_disciplined_f000434.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_disciplined_f000435.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_disciplined_f000436.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_disciplined_f000437.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_disciplined_f000438.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_disciplined_f000439.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_typical_urban_f000544.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_typical_urban_f000545.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_typical_urban_f000546.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_typical_urban_f000547.jpg,0,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_typical_urban_f000548.jpg,1,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_typical_urban_f000549.jpg,1,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_typical_urban_f000550.jpg,1,0,0,light_rain
j17_2026-01-02_noon_3way_light_rain_typical_urban_f000551.jpg,1,0,0,light_rain
j17_2026-01-02_noon_3way_waterlogged_aggressive_metro_f001328.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_aggressive_metro_f001329.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_aggressive_metro_f001330.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_aggressive_metro_f001331.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_aggressive_metro_f001332.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_aggressive_metro_f001333.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_aggressive_metro_f001334.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_aggressive_metro_f001335.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_disciplined_f001104.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_disciplined_f001105.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_disciplined_f001106.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_disciplined_f001107.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_disciplined_f001108.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_disciplined_f001109.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_disciplined_f001110.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_disciplined_f001111.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_typical_urban_f001216.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_typical_urban_f001217.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_typical_urban_f001218.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_typical_urban_f001219.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_typical_urban_f001220.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_typical_urban_f001221.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_typical_urban_f001222.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_3way_waterlogged_typical_urban_f001223.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_clear_aggressive_metro_f001664.jpg,0,0,0,clear
j17_2026-01-02_noon_4way_clear_aggressive_metro_f001665.jpg,0,0,0,clear
j17_2026-01-02_noon_4way_clear_aggressive_metro_f001666.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_aggressive_metro_f001667.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_aggressive_metro_f001668.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_aggressive_metro_f001669.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_aggressive_metro_f001670.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_aggressive_metro_f001671.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_disciplined_f001440.jpg,0,0,0,clear
j17_2026-01-02_noon_4way_clear_disciplined_f001441.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_disciplined_f001442.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_disciplined_f001443.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_disciplined_f001444.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_disciplined_f001445.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_disciplined_f001446.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_disciplined_f001447.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_typical_urban_f001552.jpg,0,0,0,clear
j17_2026-01-02_noon_4way_clear_typical_urban_f001553.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_typical_urban_f001554.jpg,1,0,0,clear
j17_2026-01-02_noon_4way_clear_typical_urban_f001555.jpg,2,0,0,clear
j17_2026-01-02_noon_4way_clear_typical_urban_f001556.jpg,2,0,0,clear
j17_2026-01-02_noon_4way_clear_typical_urban_f001557.jpg,2,0,0,clear
j17_2026-01-02_noon_4way_clear_typical_urban_f001558.jpg,2,0,0,clear
j17_2026-01-02_noon_4way_clear_typical_urban_f001559.jpg,2,0,0,clear
j17_2026-01-02_noon_4way_heavy_monsoon_aggressive_metro_f002336.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_aggressive_metro_f002337.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_aggressive_metro_f002338.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_aggressive_metro_f002339.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_aggressive_metro_f002340.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_aggressive_metro_f002341.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_aggressive_metro_f002342.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_aggressive_metro_f002343.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_disciplined_f002112.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_disciplined_f002113.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_disciplined_f002114.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_disciplined_f002115.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_disciplined_f002116.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_disciplined_f002117.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_disciplined_f002118.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_disciplined_f002119.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_typical_urban_f002224.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_typical_urban_f002225.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_typical_urban_f002226.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_typical_urban_f002227.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_typical_urban_f002228.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_typical_urban_f002229.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_typical_urban_f002230.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_heavy_monsoon_typical_urban_f002231.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_4way_light_rain_aggressive_metro_f002000.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_aggressive_metro_f002001.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_aggressive_metro_f002002.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_aggressive_metro_f002003.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_aggressive_metro_f002004.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_aggressive_metro_f002005.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_aggressive_metro_f002006.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_aggressive_metro_f002007.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_disciplined_f001776.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_disciplined_f001777.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_disciplined_f001778.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_disciplined_f001779.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_disciplined_f001780.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_disciplined_f001781.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_disciplined_f001782.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_disciplined_f001783.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_typical_urban_f001888.jpg,0,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_typical_urban_f001889.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_typical_urban_f001890.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_typical_urban_f001891.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_typical_urban_f001892.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_typical_urban_f001893.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_typical_urban_f001894.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_light_rain_typical_urban_f001895.jpg,1,0,0,light_rain
j17_2026-01-02_noon_4way_waterlogged_aggressive_metro_f002672.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_aggressive_metro_f002673.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_aggressive_metro_f002674.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_aggressive_metro_f002675.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_aggressive_metro_f002676.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_aggressive_metro_f002677.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_aggressive_metro_f002678.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_aggressive_metro_f002679.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_disciplined_f002448.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_disciplined_f002449.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_disciplined_f002450.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_disciplined_f002451.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_disciplined_f002452.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_disciplined_f002453.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_disciplined_f002454.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_disciplined_f002455.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_typical_urban_f002560.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_typical_urban_f002561.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_typical_urban_f002562.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_typical_urban_f002563.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_typical_urban_f002564.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_typical_urban_f002565.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_typical_urban_f002566.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_4way_waterlogged_typical_urban_f002567.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_5way_clear_aggressive_metro_f003008.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_aggressive_metro_f003009.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_aggressive_metro_f003010.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_aggressive_metro_f003011.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_aggressive_metro_f003012.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_aggressive_metro_f003013.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_aggressive_metro_f003014.jpg,2,0,0,clear
j17_2026-01-02_noon_5way_clear_aggressive_metro_f003015.jpg,2,0,0,clear
j17_2026-01-02_noon_5way_clear_disciplined_f002784.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_disciplined_f002785.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_disciplined_f002786.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_disciplined_f002787.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_disciplined_f002788.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_disciplined_f002789.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_disciplined_f002790.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_disciplined_f002791.jpg,1,0,0,clear
j17_2026-01-02_noon_5way_clear_typical_urban_f002896.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_typical_urban_f002897.jpg,0,0,0,clear
j17_2026-01-02_noon_5way_clear_typical_urban_f002898.jpg,1,0,0,clear
j17_2026-01-02_noon_5way_clear_typical_urban_f002899.jpg,2,0,0,clear
j17_2026-01-02_noon_5way_clear_typical_urban_f002900.jpg,2,0,0,clear
j17_2026-01-02_noon_5way_clear_typical_urban_f002901.jpg,3,0,0,clear
j17_2026-01-02_noon_5way_clear_typical_urban_f002902.jpg,3,0,0,clear
j17_2026-01-02_noon_5way_clear_typical_urban_f002903.jpg,3,0,0,clear
j17_2026-01-02_noon_5way_heavy_monsoon_aggressive_metro_f003680.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_aggressive_metro_f003681.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_aggressive_metro_f003682.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_aggressive_metro_f003683.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_aggressive_metro_f003684.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_aggressive_metro_f003685.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_aggressive_metro_f003686.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_aggressive_metro_f003687.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_disciplined_f003456.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_disciplined_f003457.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_disciplined_f003458.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_disciplined_f003459.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_disciplined_f003460.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_disciplined_f003461.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_disciplined_f003462.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_disciplined_f003463.jpg,1,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_typical_urban_f003568.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_typical_urban_f003569.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_typical_urban_f003570.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_typical_urban_f003571.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_typical_urban_f003572.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_typical_urban_f003573.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_typical_urban_f003574.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_heavy_monsoon_typical_urban_f003575.jpg,0,0,0,heavy_monsoon
j17_2026-01-02_noon_5way_light_rain_aggressive_metro_f003344.jpg,0,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_aggressive_metro_f003345.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_aggressive_metro_f003346.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_aggressive_metro_f003347.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_aggressive_metro_f003348.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_aggressive_metro_f003349.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_aggressive_metro_f003350.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_aggressive_metro_f003351.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_disciplined_f003120.jpg,0,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_disciplined_f003121.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_disciplined_f003122.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_disciplined_f003123.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_disciplined_f003124.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_disciplined_f003125.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_disciplined_f003126.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_disciplined_f003127.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_typical_urban_f003232.jpg,0,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_typical_urban_f003233.jpg,0,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_typical_urban_f003234.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_typical_urban_f003235.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_typical_urban_f003236.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_typical_urban_f003237.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_typical_urban_f003238.jpg,1,0,0,light_rain
j17_2026-01-02_noon_5way_light_rain_typical_urban_f003239.jpg,2,0,0,light_rain
j17_2026-01-02_noon_5way_waterlogged_aggressive_metro_f004016.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_aggressive_metro_f004017.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_aggressive_metro_f004018.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_aggressive_metro_f004019.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_aggressive_metro_f004020.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_aggressive_metro_f004021.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_aggressive_metro_f004022.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_aggressive_metro_f004023.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_disciplined_f003792.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_disciplined_f003793.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_disciplined_f003794.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_disciplined_f003795.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_disciplined_f003796.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_disciplined_f003797.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_disciplined_f003798.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_disciplined_f003799.jpg,2,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_typical_urban_f003904.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_typical_urban_f003905.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_typical_urban_f003906.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_typical_urban_f003907.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_typical_urban_f003908.jpg,0,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_typical_urban_f003909.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_typical_urban_f003910.jpg,1,0,0,waterlogged
j17_2026-01-02_noon_5way_waterlogged_typical_urban_f003911.jpg,1,0,0,waterlogged
j18_2026-01-05_morning_3way_clear_aggressive_metro_f000328.jpg,0,0,0,clear
j18_2026-01-05_morning_3way_clear_aggressive_metro_f000329.jpg,1,0,0,clear
j18_2026-01-05_morning_3way_clear_aggressive_metro_f000330.jpg,1,0,0,clear
j18_2026-01-05_morning_3way_clear_aggressive_metro_f000331.jpg,1,0,0,clear
